clipe,description,movie,file_path,genres,id
0001_American_Beauty_00.02.26.618-00.02.28.031,Someone tends her rose bushes in front of the Burnham house.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.02.26.618-00.02.28.031/0001_American_Beauty_00.02.26.618-00.02.28.031_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.02.29.298-00.02.30.004,"A very well-put together woman of forty, she wears color-coordinated gardening togs and has lots of useful and expensive tools.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.02.29.298-00.02.30.004/0001_American_Beauty_00.02.29.298-00.02.30.004_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.02.30.320-00.02.30.574,"Someone watches her through a WINDOW on the first floor, peeping out through the drapes.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.02.30.320-00.02.30.574/0001_American_Beauty_00.02.30.320-00.02.30.574_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.02.30.954-00.02.32.949,"In the fenced front yard of the house next door, a dog BARKS repeatedly.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.02.30.954-00.02.32.949/0001_American_Beauty_00.02.30.954-00.02.32.949_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.02.33.684-00.02.36.910,A MAN in a conservative suit (Someone ) chastises the barking dog.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.02.33.684-00.02.36.910/0001_American_Beauty_00.02.33.684-00.02.36.910_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.02.37.487-00.02.38.724,A second MAN in a conservative suit (Someone ) comes out of the house.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.02.37.487-00.02.38.724/0001_American_Beauty_00.02.37.487-00.02.38.724_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.02.45.375-00.02.48.788,Someone watches all this from the window.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.02.45.375-00.02.48.788/0001_American_Beauty_00.02.45.375-00.02.48.788_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.02.48.867-00.02.55.904,Someone walks toward the fence to greet Someone.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.02.48.867-00.02.55.904/0001_American_Beauty_00.02.48.867-00.02.55.904_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.02.50.856-00.02.55.759,"People continue to chat, unaware that Someone is watching them.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.02.50.856-00.02.55.759/0001_American_Beauty_00.02.50.856-00.02.55.759_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.03.18.327-00.03.22.048,"Someone is seated at her desk, working at her computer.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.03.18.327-00.03.22.048/0001_American_Beauty_00.03.18.327-00.03.22.048_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.03.26.675-00.03.27.715,"Outside, a CAR HORN BLARES.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.03.26.675-00.03.27.715/0001_American_Beauty_00.03.26.675-00.03.27.715_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.03.28.388-00.03.31.915,Someone stuffs items into her .,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.03.28.388-00.03.31.915/0001_American_Beauty_00.03.28.388-00.03.31.915_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.03.33.363-00.03.36.679,"Someone studies herself in a mirror, then shifts to get a good profile of her breasts.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.03.33.363-00.03.36.679/0001_American_Beauty_00.03.33.363-00.03.36.679_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.03.39.757-00.03.42.115,"Someone shuffles out of the house, her backpack slung over her shoulder.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.03.39.757-00.03.42.115/0001_American_Beauty_00.03.39.757-00.03.42.115_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.03.48.439-00.03.50.495,"Someone hurries out the front door, carrying a BRIEFCASE.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.03.48.439-00.03.50.495/0001_American_Beauty_00.03.48.439-00.03.50.495_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.03.50.747-00.03.52.621,Someone gets in the car.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.03.50.747-00.03.52.621/0001_American_Beauty_00.03.50.747-00.03.52.621_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.03.53.117-00.03.56.021,Someone's briefcase suddenly springs open and his papers spill all over the driveway.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.03.53.117-00.03.56.021/0001_American_Beauty_00.03.53.117-00.03.56.021_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.03.58.721-00.03.59.866,He drops to his knees to gather everything.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.03.58.721-00.03.59.866/0001_American_Beauty_00.03.58.721-00.03.59.866_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.04.01.342-00.04.02.858,"Someone looks down at us, contemptuous but also bored, as if she gave up expecting anything more long ago.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.04.01.342-00.04.02.858/0001_American_Beauty_00.04.01.342-00.04.02.858_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.04.03.037-00.04.04.552,"Someone smiles sheepishly, trying to lighten the moment.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.04.03.037-00.04.04.552/0001_American_Beauty_00.04.03.037-00.04.04.552_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.04.05.082-00.04.08.693,Someone is driving,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.04.05.082-00.04.08.693/0001_American_Beauty_00.04.05.082-00.04.08.693_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.04.12.169-00.04.18.224,Someone is asleep in the back seat.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.04.12.169-00.04.18.224/0001_American_Beauty_00.04.12.169-00.04.18.224_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.04.26.163-00.04.27.750,He is staring at a computer monitor and talking on a HEADSET PHONE.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.04.26.163-00.04.27.750/0001_American_Beauty_00.04.26.163-00.04.27.750_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.04.27.897-00.04.30.762,"The beleaguered expression on his face is at odds with the light, friendly tone of his voice.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.04.27.897-00.04.30.762/0001_American_Beauty_00.04.27.897-00.04.30.762_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.04.31.390-00.04.38.727,"Someone sits at his workstation, a BEIGE CUBICLE surrounded by IDENTICAL BEIGE CUBICLES.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.04.31.390-00.04.38.727/0001_American_Beauty_00.04.31.390-00.04.38.727_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.04.51.145-00.04.54.900,"Someone, a dapper man in his thirties, approaches and observes Someone, who is unaware of his presence.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.04.51.145-00.04.54.900/0001_American_Beauty_00.04.51.145-00.04.54.900_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.04.58.860-00.05.00.441,"Someone disconnects the call, obviously irritated.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.04.58.860-00.05.00.441/0001_American_Beauty_00.04.58.860-00.05.00.441_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.05.01.893-00.05.08.033,"Someone turns around, smiling perfunctorily.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.05.01.893-00.05.08.033/0001_American_Beauty_00.05.01.893-00.05.08.033_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.05.08.318-00.05.12.770,Someone is seated behind his desk in his big corner office.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.05.08.318-00.05.12.770/0001_American_Beauty_00.05.08.318-00.05.12.770_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.05.13.069-00.05.18.464,"Someone sits across from him, looking small and isolated.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.05.13.069-00.05.18.464/0001_American_Beauty_00.05.13.069-00.05.18.464_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.05.21.173-00.05.23.803,"Someone stands, ready to usher Someone out.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.05.21.173-00.05.23.803/0001_American_Beauty_00.05.21.173-00.05.23.803_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.06.13.870-00.06.16.291,"Someone stares at him, powerless.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.06.13.870-00.06.16.291/0001_American_Beauty_00.06.13.870-00.06.16.291_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.06.17.132-00.06.18.656,A MOVING VAN is parked in front of the COLONIAL HOUSE next door to the Burnhams'.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.06.17.132-00.06.18.656/0001_American_Beauty_00.06.17.132-00.06.18.656_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.06.18.961-00.06.23.249,The Mercedes-Benz pulls into the Burnham driveway.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.06.18.961-00.06.23.249/0001_American_Beauty_00.06.18.961-00.06.23.249_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.06.23.477-00.06.24.326,"Someone drives, Someone is in the passenger seat.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.06.23.477-00.06.24.326/0001_American_Beauty_00.06.23.477-00.06.24.326_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.06.30.298-00.06.32.185,"As they get out of the car, Someone scopes out the MOVERS next door.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.06.30.298-00.06.32.185/0001_American_Beauty_00.06.30.298-00.06.32.185_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.06.32.358-00.06.33.947,Movers carry furniture toward the house.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.06.32.358-00.06.33.947/0001_American_Beauty_00.06.32.358-00.06.33.947_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.06.51.611-00.06.54.696,"She heads into the house, followed by Someone.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.06.51.611-00.06.54.696/0001_American_Beauty_00.06.51.611-00.06.54.696_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.07.02.434-00.07.03.051,People are eating dinner by CANDLELIGHT.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.07.02.434-00.07.03.051/0001_American_Beauty_00.07.02.434-00.07.03.051_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.07.03.235-00.07.03.785,RED ROSES are bunched in a vase at the center of the table.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.07.03.235-00.07.03.785/0001_American_Beauty_00.07.03.235-00.07.03.785_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.07.20.401-00.07.23.805,Someone suddenly turns to Someone.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.07.20.401-00.07.23.805/0001_American_Beauty_00.07.20.401-00.07.23.805_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.07.27.728-00.07.29.311,Now she looks at him as if he is lost his mind.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.07.27.728-00.07.29.311/0001_American_Beauty_00.07.27.728-00.07.29.311_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.07.29.926-00.07.36.739,Someone is watching this closely.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.07.29.926-00.07.36.739/0001_American_Beauty_00.07.29.926-00.07.36.739_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.08.11.990-00.08.14.310,She gets up and heads toward the kitchen.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.08.11.990-00.08.14.310/0001_American_Beauty_00.08.11.990-00.08.14.310_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.08.15.409-00.08.16.358,She is gone.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.08.15.409-00.08.16.358/0001_American_Beauty_00.08.15.409-00.08.16.358_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.08.17.773-00.08.18.969,Someone notices Someone looking at him critically.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.08.17.773-00.08.18.969/0001_American_Beauty_00.08.17.773-00.08.18.969_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.08.23.610-00.08.25.217,"Someone is quiet, staring at his plate.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.08.23.610-00.08.25.217/0001_American_Beauty_00.08.23.610-00.08.25.217_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.08.34.329-00.08.38.248,"Someone gets up and starts after Someone, taking his plate with him.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.08.34.329-00.08.38.248/0001_American_Beauty_00.08.34.329-00.08.38.248_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.08.41.607-00.08.41.783,"Someone stands at the sink, rinsing off her plate.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.08.41.607-00.08.41.783/0001_American_Beauty_00.08.41.607-00.08.41.783_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.08.41.783-00.08.42.579,Someone enters.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.08.41.783-00.08.42.579/0001_American_Beauty_00.08.41.783-00.08.42.579_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.08.44.916-00.08.49.609,"Someone turns and stares at him, waiting for him to finish.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.08.44.916-00.08.49.609/0001_American_Beauty_00.08.44.916-00.08.49.609_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.08.50.989-00.08.57.329,"He is looking to her for a little help here, but she is too uncomfortable with this sudden intimacy to give him any.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.08.50.989-00.08.57.329/0001_American_Beauty_00.08.50.989-00.08.57.329_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.09.14.020-00.09.23.758,"We are looking through GREENHOUSE WINDOWS at people in the kitchen We can't hear what they are saying, but it's obvious it's not going well.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.09.14.020-00.09.23.758/0001_American_Beauty_00.09.14.020-00.09.23.758_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.09.34.576-00.09.37.813,Someone puts her plate in the dishwasher and leaves.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.09.34.576-00.09.37.813/0001_American_Beauty_00.09.34.576-00.09.37.813_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.09.38.104-00.09.42.069,"We FOLLOW HER out the door, then the camera JERKS back to Someone calling after her.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.09.38.104-00.09.42.069/0001_American_Beauty_00.09.38.104-00.09.42.069_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.09.49.185-00.09.52.879,"His POV, on VIDEO: Through the kitchen window, we see Someone at the sink, rinsing off his plate, muttering to himself.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.09.49.185-00.09.52.879/0001_American_Beauty_00.09.49.185-00.09.52.879_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.09.53.401-00.09.54.138,"CLOSE on the face of Someone, illuminated by the screen of his DIGICAM as he videotapes.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.09.53.401-00.09.54.138/0001_American_Beauty_00.09.53.401-00.09.54.138_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.09.54.433-00.09.55.145,"Someone is eighteen, but his eyes are much older.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.09.54.433-00.09.55.145/0001_American_Beauty_00.09.54.433-00.09.55.145_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.09.55.594-00.09.55.885,Beneath his Zen-like tranquillity lurks something wounded.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.09.55.594-00.09.55.885/0001_American_Beauty_00.09.55.594-00.09.55.885_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.10.00.454-00.10.00.989,"Someone turns off the faucet,",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.10.00.454-00.10.00.989/0001_American_Beauty_00.10.00.454-00.10.00.989_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.10.03.979-00.10.06.234,"We are looking out through the kitchen window at the point where Someone was just standing, but he is no longer there.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.10.03.979-00.10.06.234/0001_American_Beauty_00.10.03.979-00.10.06.234_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.10.07.367-00.10.08.408,"His head suddenly jerks up and he looks at us, as if he realizes he is being watched.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.10.07.367-00.10.08.408/0001_American_Beauty_00.10.07.367-00.10.08.408_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.10.08.408-00.10.10.482,"dries his hands,",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.10.08.408-00.10.10.482/0001_American_Beauty_00.10.08.408-00.10.10.482_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.10.10.482-00.10.11.190,"then tosses the towel on the counter on his way out,",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.10.10.482-00.10.11.190/0001_American_Beauty_00.10.10.482-00.10.11.190_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.10.11.190-00.10.11.882,"where it lands next to a framed PHOTOGRAPH of people and a much-younger Someone, taken several years earlier at an amusement park.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.10.11.190-00.10.11.882/0001_American_Beauty_00.10.11.190-00.10.11.882_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.10.50.312-00.10.53.807,"Throughout all this, she keeps repeating to herself.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.10.50.312-00.10.53.807/0001_American_Beauty_00.10.50.312-00.10.53.807_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.10.54.232-00.11.01.486,"She neatly arranges her sales materials on a desk, then strips down to her undergarments.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.10.54.232-00.11.01.486/0001_American_Beauty_00.10.54.232-00.11.01.486_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.02.154-00.11.21.276,"We see Someone, working with fierce concentration as she: Cleans glass doors that overlook the patio and pool",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.02.154-00.11.21.276/0001_American_Beauty_00.11.02.154-00.11.21.276_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.21.829-00.11.22.831,"Someone stands in front of the mirror, wearing her suit once more, applying lipstick.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.21.829-00.11.22.831/0001_American_Beauty_00.11.21.829-00.11.22.831_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.23.056-00.11.25.041,She stares at her reflection critically.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.23.056-00.11.25.041/0001_American_Beauty_00.11.23.056-00.11.25.041_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.25.089-00.11.30.847,"She says this as if it were a threat, then notices a smudge on the mirror and wipes it off.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.25.089-00.11.30.847/0001_American_Beauty_00.11.25.089-00.11.30.847_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.33.173-00.11.35.338,"The front door opens to reveal Someone, greeting us with the smile she thinks could sell ice to an Eskimo.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.33.173-00.11.35.338/0001_American_Beauty_00.11.33.173-00.11.35.338_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.37.943-00.11.39.897,"Smiling, Someone leads a man and woman into the living room.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.37.943-00.11.39.897/0001_American_Beauty_00.11.37.943-00.11.39.897_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.40.421-00.11.41.892,"They are thirtyish, and they've seen a lot of houses today.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.40.421-00.11.41.892/0001_American_Beauty_00.11.40.421-00.11.41.892_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.42.131-00.11.43.405,"The man and woman glance around the dark room, unimpressed.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.42.131-00.11.43.405/0001_American_Beauty_00.11.42.131-00.11.43.405_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.49.389-00.11.51.222,"The woman wrinkles her face, skeptical.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.49.389-00.11.51.222/0001_American_Beauty_00.11.49.389-00.11.51.222_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.11.54.105-00.12.00.755,"Someone enters, followed by a different couple in their fifties.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.11.54.105-00.12.00.755/0001_American_Beauty_00.11.54.105-00.12.00.755_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.12.05.226-00.12.07.435,"Someone stands with a different couple: African American, late twenties.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.12.05.226-00.12.07.435/0001_American_Beauty_00.12.05.226-00.12.07.435_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.12.07.637-00.12.08.788,The woman is pregnant.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.12.07.637-00.12.08.788/0001_American_Beauty_00.12.07.637-00.12.08.788_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.12.17.871-00.12.21.112,Someone stands by the pool next to two fortyish WOMEN.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.12.17.871-00.12.21.112/0001_American_Beauty_00.12.17.871-00.12.21.112_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.12.42.535-00.12.53.110,"She locks the sliding glass door and starts to pull the vertical blinds shut, then stops.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.12.42.535-00.12.53.110/0001_American_Beauty_00.12.42.535-00.12.53.110_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.12.54.460-00.13.13.477,"Standing very still, with the blinds casting shadows across her face, she starts to cry: brief, staccato SOBS that seemingly escape against her will.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.12.54.460-00.13.13.477/0001_American_Beauty_00.12.54.460-00.13.13.477_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.13.13.682-00.13.14.644,"Suddenly she SLAPS herself, hard.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.13.13.682-00.13.14.644/0001_American_Beauty_00.13.13.682-00.13.14.644_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.13.15.080-00.13.16.324,But the tears continue.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.13.15.080-00.13.16.324/0001_American_Beauty_00.13.15.080-00.13.16.324_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.13.16.487-00.13.18.393,She SLAPS herself again.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.13.16.487-00.13.18.393/0001_American_Beauty_00.13.16.487-00.13.18.393_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.13.18.656-00.13.35.574,She SLAPS herself repeatedly until she stops crying.,0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.13.18.656-00.13.35.574/0001_American_Beauty_00.13.18.656-00.13.35.574_ViT-B_32.npy,Drama,00
0001_American_Beauty_00.13.36.284-00.13.41.690,"She stands there, taking deep breaths until she has everything under control, then pulls the blinds shut, once again all business.",0001_American_Beauty,0001_American_Beauty/0001_American_Beauty_00.13.36.284-00.13.41.690/0001_American_Beauty_00.13.36.284-00.13.41.690_ViT-B_32.npy,Drama,00
