clipe,description,movie,file_path,genres,id
1002_Harry_Potter_and_the_Half-Blood_Prince_00.01.47.663-00.01.54.904,"They swoop through the clouds, down towards the Thames, then across Trafalgar Square.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.01.47.663-00.01.54.904/1002_Harry_Potter_and_the_Half-Blood_Prince_00.01.47.663-00.01.54.904_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.01.54.990-00.02.02.800,"They sweep up Charing Cross Road, moving swiftly past Leicester Square tube station.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.01.54.990-00.02.02.800/1002_Harry_Potter_and_the_Half-Blood_Prince_00.01.54.990-00.02.02.800_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.02.800-00.02.07.919,"Traveling down narrow alleys, back streets, and through solid walls, they hurtle into Diagon Alley, where they swoop into a shop.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.02.800-00.02.07.919/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.02.800-00.02.07.919_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.07.919-00.02.10.065,It bursts into flames.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.07.919-00.02.10.065/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.07.919-00.02.10.065_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.10.065-00.02.15.966,"People lie injured, as the People emerge from the shop, one holding a man with a bag over his head.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.10.065-00.02.15.966/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.10.065-00.02.15.966_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.15.249-00.02.16.089,Two wear metal masks.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.15.249-00.02.16.089/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.15.249-00.02.16.089_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.16.089-00.02.17.828,"The third has a long, thin face and a beard.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.16.089-00.02.17.828/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.16.089-00.02.17.828_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.18.301-00.02.26.786,"They zoom away, and weave over and under the Millennium Bridge.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.18.301-00.02.26.786/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.18.301-00.02.26.786_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.27.737-00.02.29.777,"It tilts and sways, flinging people against the parapets.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.27.737-00.02.29.777/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.27.737-00.02.29.777_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.28.044-00.02.31.689,"They cling on, desperately.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.28.044-00.02.31.689/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.28.044-00.02.31.689_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.32.642-00.02.33.236,Steel supports are ripped away.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.32.642-00.02.33.236/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.32.642-00.02.33.236_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.33.971-00.02.36.274,Those on the undulating bridge run in panic.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.33.971-00.02.36.274/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.33.971-00.02.36.274_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.39.388-00.02.48.706,"The remaining supports give way, and the bridge crashes into the murky waters of the Thames.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.39.388-00.02.48.706/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.39.388-00.02.48.706_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.48.706-00.02.52.823,"The three trails of smoke rise from the river, and cross each other in a blur.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.48.706-00.02.52.823/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.48.706-00.02.52.823_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.52.857-00.02.53.942,Surbiton Railway Station.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.52.857-00.02.53.942/1002_Harry_Potter_and_the_Half-Blood_Prince_00.02.52.857-00.02.53.942_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.15.569-00.03.16.490,A pretty waitress.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.15.569-00.03.16.490/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.15.569-00.03.16.490_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.17.880-00.03.19.640,He puts down the paper.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.17.880-00.03.19.640/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.17.880-00.03.19.640_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.35.167-00.03.40.234,"She smiles at him, starts to walk away.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.35.167-00.03.40.234/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.35.167-00.03.40.234_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.40.234-00.03.41.626,He spins round.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.40.234-00.03.41.626/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.40.234-00.03.41.626_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.50.418-00.03.50.775,Someone smiles at the waitress.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.50.418-00.03.50.775/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.50.418-00.03.50.775_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.54.416-00.03.55.240,"As she goes, he cups his hand over his mouth.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.54.416-00.03.55.240/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.54.416-00.03.55.240_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.55.240-00.03.59.988,"He sniffs his breath, then pops a mint in his mouth.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.55.240-00.03.59.988/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.55.240-00.03.59.988_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.59.988-00.04.02.617,A train flashes through the station.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.59.988-00.04.02.617/1002_Harry_Potter_and_the_Half-Blood_Prince_00.03.59.988-00.04.02.617_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.02.617-00.04.07.770,Someone slowly rises and walks to a window.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.02.617-00.04.07.770/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.02.617-00.04.07.770_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.08.205-00.04.16.019,A light flickers on the platform opposite.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.08.205-00.04.16.019/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.08.205-00.04.16.019_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.17.062-00.04.18.648,He uses his sleeve to wipe condensation from the glass.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.17.062-00.04.18.648/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.17.062-00.04.18.648_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.18.648-00.04.20.480,Another train passes.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.18.648-00.04.20.480/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.18.648-00.04.20.480_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.20.510-00.04.23.010,Someone's eyes are fixed on the opposite platform.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.20.510-00.04.23.010/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.20.510-00.04.23.010_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.23.510-00.04.28.705,"As the train disappears, he sees Someone standing in front of a billboard advertising Divine Magic Perfume.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.23.510-00.04.28.705/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.23.510-00.04.28.705_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.28.705-00.04.34.438,Someone smiles and crosses over to join him.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.28.705-00.04.34.438/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.28.705-00.04.34.438_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.34.438-00.04.38.262,Someone stares at the Divine Magic billboard.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.34.438-00.04.38.262/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.34.438-00.04.38.262_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.46.070-00.04.51.476,Someone has a blackened hand.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.46.070-00.04.51.476/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.46.070-00.04.51.476_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.59.474-00.05.01.655,Someone sees the waitress leave the cafe.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.59.474-00.05.01.655/1002_Harry_Potter_and_the_Half-Blood_Prince_00.04.59.474-00.05.01.655_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.04.008-00.05.05.257,Someone holds Someone's left arm.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.04.008-00.05.05.257/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.04.008-00.05.05.257_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.05.257-00.05.08.663,Someone's face contorts as they spin.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.05.257-00.05.08.663/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.05.257-00.05.08.663_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.09.020-00.05.13.099,They are on a street.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.09.020-00.05.13.099/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.09.020-00.05.13.099_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.23.270-00.05.25.190,Someone walks past a market cross.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.23.270-00.05.25.190/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.23.270-00.05.25.190_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.25.690-00.05.27.708,Someone follows him down the dark street.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.25.690-00.05.27.708/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.25.690-00.05.27.708_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.35.357-00.05.39.361,They stop outside a detached house.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.35.357-00.05.39.361/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.35.357-00.05.39.361_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.46.074-00.05.47.304,The front door is off its hinges.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.46.074-00.05.47.304/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.46.074-00.05.47.304_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.51.576-00.05.59.124,"As they enter the house, Someone holds his wand in his undamaged left hand.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.51.576-00.05.59.124/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.51.576-00.05.59.124_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.57.500-00.05.59.362,The tips of their wands glow like torches.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.57.500-00.05.59.362/1002_Harry_Potter_and_the_Half-Blood_Prince_00.05.57.500-00.05.59.362_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.00.463-00.06.02.903,The house is in a mess.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.00.463-00.06.02.903/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.00.463-00.06.02.903_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.02.903-00.06.06.675,Pictures hang at angles.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.02.903-00.06.06.675/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.02.903-00.06.06.675_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.02.061-00.06.03.466,There are scratches on a door frame.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.02.061-00.06.03.466/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.02.061-00.06.03.466_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.08.860-00.06.20.438,"People enter the sitting room, where the furniture is toppled over.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.08.860-00.06.20.438/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.08.860-00.06.20.438_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.19.671-00.06.23.728,The room has been completely trashed.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.19.671-00.06.23.728/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.19.671-00.06.23.728_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.28.160-00.06.33.833,"As Someone stares down at the paper, a spot of blood drops onto it.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.28.160-00.06.33.833/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.28.160-00.06.33.833_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.36.322-00.06.38.922,Someone looks up.,1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.36.322-00.06.38.922/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.36.322-00.06.38.922_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.40.087-00.06.41.306,"Plaster has broken away, revealing bloodstained rafters.",1002_Harry_Potter_and_the_Half-Blood_Prince,1002_Harry_Potter_and_the_Half-Blood_Prince/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.40.087-00.06.41.306/1002_Harry_Potter_and_the_Half-Blood_Prince_00.06.40.087-00.06.41.306_ViT-B_32.npy,"Action, Adventure, Family, Fantasy, Mystery",10
